"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo","kod_sdmx"
"CS","LSTOBC",3228,"392","Japonsko","Japonsko","2009-01-01","9999-09-09","JP"
"CS","LSTOBC",3228,"398","Kazachstán","Republika Kazachstán","2009-01-01","9999-09-09","KZ"
"CS","LSTOBC",3228,"398410","Kazachstán a Korejská republika","Kazachstán a Korejská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"398417","Kazachstán a Kyrgyzstán","Kazachstán a Kyrgyzstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"398840","Kazachstán a Spojené státy","Kazachstán a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"398860","Kazachstán a Uzbekistán","Kazachstán a Uzbekistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"4","Afghánistán","Islámská republika Afghánistán","2009-01-01","9999-09-09","AF"
"CS","LSTOBC",3228,"40","Rakousko","Rakouská republika","2009-01-01","9999-09-09","AT"
"CS","LSTOBC",3228,"400","Jordánsko","Jordánské hášimovské království","2009-01-01","9999-09-09","JO"
"CS","LSTOBC",3228,"400760","Jordánsko a Syrská arabská republika","Jordánsko a Syrská arabská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"40348","Rakousko a Maďarsko","Rakousko a Maďarsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"40376","Rakousko a Izrael","Rakousko a Izrael","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"404","Keňa","Keňská republika","2009-01-01","9999-09-09","KE"
"CS","LSTOBC",3228,"40496","Rakousko a Mongolsko","Rakousko a Mongolsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"40616","Rakousko a Polsko","Rakousko a Polsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"40643","Rakousko a Ruská federace","Rakousko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"40703","Rakousko a Slovensko","Rakousko a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"408","Korea, lidově dem. rep.","Korejská lidově demokratická republika","2009-01-01","9999-09-09","KP"
"CS","LSTOBC",3228,"40826","Rakousko a Spojené království","Rakousko a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"410","Korejská republika","Korejská republika","2009-01-01","9999-09-09","KR"
"CS","LSTOBC",3228,"410840","Korejská republika a Spojené státy","Korejská republika a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"414","Kuvajt","Stát Kuvajt","2009-01-01","9999-09-09","KW"
"CS","LSTOBC",3228,"417","Kyrgyzstán","Kyrgyzská republika","2009-01-01","9999-09-09","KG"
"CS","LSTOBC",3228,"417762","Kyrgyzstán a Tádžikistán","Kyrgyzstán a Tádžikistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"417840","Kyrgyzstán a Spojené státy","Kyrgyzstán a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"417860","Kyrgyzstán a Uzbekistán","Kyrgyzstán a Uzbekistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"418","Laos","Laoská lidově demokratická republika","2009-01-01","9999-09-09","LA"
"CS","LSTOBC",3228,"422","Libanon","Libanonská republika","2009-01-01","9999-09-09","LB"
"CS","LSTOBC",3228,"426","Lesotho","Království Lesotho","2009-01-01","9999-09-09","LS"
"CS","LSTOBC",3228,"428","Lotyšsko","Lotyšská republika","2009-01-01","9999-09-09","LV"
"CS","LSTOBC",3228,"428440","Lotyšsko a Litva","Lotyšsko a Litva","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"428643","Lotyšsko a Ruská federace","Lotyšsko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"428703","Lotyšsko a Slovensko","Lotyšsko a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"428804","Lotyšsko a Ukrajina","Lotyšsko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"428840","Lotyšsko a Spojené státy","Lotyšsko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"430","Libérie","Liberijská republika","2009-01-01","9999-09-09","LR"
"CS","LSTOBC",3228,"434","Libye","Velká libyjská arabská lidová socialistická džamáhírije","2009-01-01","9999-09-09","LY"
"CS","LSTOBC",3228,"438","Lichtenštejnsko","Lichtenštejnské knížectví","2009-01-01","9999-09-09","LI"
"CS","LSTOBC",3228,"44","Bahamy","Bahamské společenství","2009-01-01","9999-09-09","BS"
"CS","LSTOBC",3228,"440","Litva","Litevská republika","2009-01-01","9999-09-09","LT"
"CS","LSTOBC",3228,"440032","Litva a Argentina","Litva a Argentina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"440112","Litva a Bělorusko","Litva a Bělorusko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"440376","Litva a Izrael","Litva a Izrael","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"440398","Litva a Kazachstán","Litva a Kazachstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"440643","Litva a Ruská federace","Litva a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"440792","Litva a Turecko","Litva a Turecko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"440804","Litva a Ukrajina","Litva a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"442","Lucembursko","Lucemburské velkovévodství","2009-01-01","9999-09-09","LU"
"CS","LSTOBC",3228,"446","Macao","Zvláštní administrativní oblast Čínské lidové republiky Macao","2009-01-01","9999-09-09","MO"
"CS","LSTOBC",3228,"450","Madagaskar","Madagaskarská republika","2009-01-01","9999-09-09","MG"
"CS","LSTOBC",3228,"454","Malawi","Republika Malawi","2009-01-01","9999-09-09","MW"
"CS","LSTOBC",3228,"458","Malajsie","Malajsie","2009-01-01","9999-09-09","MY"
"CS","LSTOBC",3228,"462","Maledivy","Maledivská republika","2009-01-01","9999-09-09","MV"
"CS","LSTOBC",3228,"466","Mali","Republika Mali","2009-01-01","9999-09-09","ML"
"CS","LSTOBC",3228,"470","Malta","Maltská republika","2009-01-01","9999-09-09","MT"
"CS","LSTOBC",3228,"470124","Malta a Kanada","Malta a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"470643","Malta a Ruská federace","Malta a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"478","Mauritánie","Mauritánská islámská republika","2009-01-01","9999-09-09","MR"
"CS","LSTOBC",3228,"48","Bahrajn","Království Bahrajn","2009-01-01","9999-09-09","BH"
"CS","LSTOBC",3228,"480","Mauricius","Mauricijská republika","2009-01-01","9999-09-09","MU"
"CS","LSTOBC",3228,"484","Mexiko","Spojené státy mexické","2009-01-01","9999-09-09","MX"
"CS","LSTOBC",3228,"4840","Afghánistán a Spojené státy","Afghánistán a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"484558","Mexiko a Nikaragua","Mexiko a Nikaragua","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"484840","Mexiko a Spojené státy","Mexiko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"492","Monako","Monacké knížectví","2009-01-01","9999-09-09","MC"
"CS","LSTOBC",3228,"496","Mongolsko","Mongolsko","2009-01-01","9999-09-09","MN"
"CS","LSTOBC",3228,"496704","Mongolsko a Vietnam","Mongolsko a Vietnam","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"498","Moldavská republika","Moldavská republika","2009-01-01","9999-09-09","MD"
"CS","LSTOBC",3228,"498376","Moldavsko a Izrael","Moldavsko a Izrael","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"498398","Moldavsko a Kazachstán","Moldavsko a Kazachstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"498643","Moldavsko a Ruská federace","Moldavsko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"498804","Moldavsko a Ukrajina","Moldavsko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"498826","Moldavsko a Spojené království","Moldavsko a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"499","Černá Hora","Republika Černá Hora","2009-01-01","9999-09-09","ME"
"CS","LSTOBC",3228,"499643","Černá Hora a Ruská federace","Černá Hora a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"499688","Černá Hora a Srbsko","Černá Hora a Srbsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"50","Bangladéš","Bangladéšská lidová republika","2009-01-01","9999-09-09","BD"
"CS","LSTOBC",3228,"500","Montserrat","Montserrat","2009-01-01","9999-09-09","MS"
"CS","LSTOBC",3228,"504","Maroko","Marocké království","2009-01-01","9999-09-09","MA"
"CS","LSTOBC",3228,"50586","Bangladéš a Pákistán","Bangladéš a Pákistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"508","Mosambik","Mosambická republika","2009-01-01","9999-09-09","MZ"
"CS","LSTOBC",3228,"51","Arménie","Arménská republika","2009-01-01","9999-09-09","AM"
"CS","LSTOBC",3228,"512","Omán","Sultanát Omán","2009-01-01","9999-09-09","OM"
"CS","LSTOBC",3228,"51422","Arménie a Libanon","Arménie a Libanon","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"516","Namibie","Namibijská republika","2009-01-01","9999-09-09","NA"
"CS","LSTOBC",3228,"51760","Arménie a Syrská arabská republika","Arménie a Syrská arabská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"51840","Arménie a Spojené státy","Arménie a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"52","Barbados","Barbados","2009-01-01","9999-09-09","BB"
"CS","LSTOBC",3228,"520","Nauru","Republika Nauru","2009-01-01","9999-09-09","NR"
"CS","LSTOBC",3228,"524","Nepál","Nepál","2009-01-01","9999-09-09","NP"
"CS","LSTOBC",3228,"528","Nizozemsko","Nizozemské království","2009-01-01","9999-09-09","NL"
"CS","LSTOBC",3228,"528004","Nizozemsko a Afghánistán","Nizozemsko a Afghánistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"528051","Nizozemsko a Arménie","Nizozemsko a Arménie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"528498","Nizozemsko a Moldavsko","Nizozemsko a Moldavsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"528642","Nizozemsko a Rumunsko","Nizozemsko a Rumunsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"528643","Nizozemsko a Ruská federace","Nizozemsko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"528703","Nizozemsko a Slovensko","Nizozemsko a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"528804","Nizozemsko a Ukrajina","Nizozemsko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"528826","Nizozemsko a Spojené království","Nizozemsko a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"528840","Nizozemsko a Spojené státy","Nizozemsko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"530","Nizozemské Antily","Nizozemské Antily","2009-01-01","9999-09-09","AN"
"CS","LSTOBC",3228,"533","Aruba","Aruba","2009-01-01","9999-09-09","AW"
"CS","LSTOBC",3228,"540","Nová Kaledonie","Nová Kaledonie","2009-01-01","9999-09-09","NC"
"CS","LSTOBC",3228,"548","Vanuatu","Republika Vanuatu","2009-01-01","9999-09-09","VU"
"CS","LSTOBC",3228,"554","Nový Zéland","Nový Zéland","2009-01-01","9999-09-09","NZ"
"CS","LSTOBC",3228,"558","Nikaragua","Nikaragujská republika","2009-01-01","9999-09-09","NI"
"CS","LSTOBC",3228,"558604","Nikaragua a Peru","Nikaragua a Peru","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"56","Belgie","Belgické království","2009-01-01","9999-09-09","BE"
"CS","LSTOBC",3228,"562","Niger","Nigerská republika","2009-01-01","9999-09-09","NE"
"CS","LSTOBC",3228,"562566","Niger a Nigérie","Niger a Nigérie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"56496","Belgie a Mongolsko","Belgie a Mongolsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"566","Nigérie","Nigérijská federativní republika","2009-01-01","9999-09-09","NG"
"CS","LSTOBC",3228,"56643","Belgie a Ruská federace","Belgie a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"566686","Nigérie a Senegal","Nigérie a Senegal","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"566729","Nigérie a Súdán","Nigérie a Súdán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"56703","Belgie a Slovensko","Belgie a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"56840","Belgie a Spojené státy","Belgie a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"578","Norsko","Norské království","2009-01-01","9999-09-09","NO"
"CS","LSTOBC",3228,"578840","Norsko a Spojené státy","Norsko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"583","Mikronésie","Federativní státy Mikronésie","2009-01-01","9999-09-09","FM"
"CS","LSTOBC",3228,"584","Marshallovy ostrovy","Republika Marshallovy ostrovy","2009-01-01","9999-09-09","MH"
"CS","LSTOBC",3228,"585","Palau","Republika Palau","2009-01-01","9999-09-09","PW"
"CS","LSTOBC",3228,"586","Pákistán","Pákistánská islámská republika","2009-01-01","9999-09-09","PK"
"CS","LSTOBC",3228,"586840","Pákistán a Spojené státy","Pákistán a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"591","Panama","Panamská republika","2009-01-01","9999-09-09","PA"
"CS","LSTOBC",3228,"598","Papua Nová Guinea","Papua Nová Guinea","2009-01-01","9999-09-09","PG"
"CS","LSTOBC",3228,"60","Bermudy","Bermudy","2009-01-01","9999-09-09","BM"
"CS","LSTOBC",3228,"600","Paraguay","Paraguayská republika","2009-01-01","9999-09-09","PY"
"CS","LSTOBC",3228,"604","Peru","Peruánská republika","2009-01-01","9999-09-09","PE"
"CS","LSTOBC",3228,"608","Filipíny","Filipínská republika","2009-01-01","9999-09-09","PH"
"CS","LSTOBC",3228,"612","Pitcairn","Pitcairn","2009-01-01","9999-09-09","PN"
"CS","LSTOBC",3228,"616","Polsko","Polská republika","2009-01-01","9999-09-09","PL"
"CS","LSTOBC",3228,"616032","Polsko a Argentina","Polsko a Argentina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"616036","Polsko a Austrálie","Polsko a Austrálie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"616112","Polsko a Bělorusko","Polsko a Bělorusko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"616124","Polsko a Kanada","Polsko a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"616376","Polsko a Izrael","Polsko a Izrael","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"616398","Polsko a Kazachstán","Polsko a Kazachstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"616643","Polsko a Ruská federace","Polsko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"616703","Polsko a Slovensko","Polsko a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"616724","Polsko a Španělsko","Polsko a Španělsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"616804","Polsko a Ukrajina","Polsko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"616826","Polsko a Spojené království","Polsko a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"616840","Polsko a Spojené státy","Polsko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"620","Portugalsko","Portugalská republika","2009-01-01","9999-09-09","PT"
"CS","LSTOBC",3228,"620076","Portugalsko a Brazílie","Portugalsko a Brazílie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"620124","Portugalsko a Kanada","Portugalsko a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"620356","Portugalsko a Indie","Portugalsko a Indie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"620368","Portugalsko a Irák","Portugalsko a Irák","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"620376","Portugalsko a Izrael","Portugalsko a Izrael","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"620643","Portugalsko a Ruská federace","Portugalsko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"620705","Portugalsko a Slovinsko","Portugalsko a Slovinsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"620724","Portugalsko a Španělsko","Portugalsko a Španělsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"620792","Portugalsko a Turecko","Portugalsko a Turecko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"620804","Portugalsko a Ukrajina","Portugalsko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"620862","Portugalsko a Venezuela","Portugalsko a Venezuela","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"624","Guinea-Bissau","Republika Guinea-Bissau","2009-01-01","9999-09-09","GW"
"CS","LSTOBC",3228,"626","Východní Timor","Demokratická republika Východní Timor","2009-01-01","9999-09-09","TL"
"CS","LSTOBC",3228,"634","Katar","Stát Katar","2009-01-01","9999-09-09","QA"
"CS","LSTOBC",3228,"64","Bhútán","Bhútánské království","2009-01-01","9999-09-09","BT"
"CS","LSTOBC",3228,"642","Rumunsko","Rumunsko","2009-01-01","9999-09-09","RO"
"CS","LSTOBC",3228,"642112","Rumunsko a Bělorusko","Rumunsko a Bělorusko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"642124","Rumunsko a Kanada","Rumunsko a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"642376","Rumunsko a Izrael","Rumunsko a Izrael","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"642496","Rumunsko a Mongolsko","Rumunsko a Mongolsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"642498","Rumunsko a Moldavsko","Rumunsko a Moldavsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"642643","Rumunsko a Ruská federace","Rumunsko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"642703","Rumunsko a Slovensko","Rumunsko a Slovensko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"642792","Rumunsko a Turecko","Rumunsko a Turecko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"642804","Rumunsko a Ukrajina","Rumunsko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"642826","Rumunsko a Spojené království","Rumunsko a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"642840","Rumunsko a Spojené státy","Rumunsko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643","Rusko","Ruská federace","2009-01-01","9999-09-09","RU"
"CS","LSTOBC",3228,"643004","Ruská federace a Afghánistán","Ruská federace a Afghánistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643031","Ruská federace a Ázerbájdžán","Ruská federace a Ázerbájdžán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643032","Ruská federace a Argentina","Ruská federace a Argentina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643036","Ruská federace a Austrálie","Ruská federace a Austrálie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643051","Ruská federace a Arménie","Ruská federace a Arménie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643124","Ruská federace a Kanada","Ruská federace a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643192","Ruská federace a Kuba","Ruská federace a Kuba","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643212","Ruská federace a Dominika","Ruská federace a Dominika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643268","Ruská federace a Gruzie","Ruská federace a Gruzie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643308","Ruská federace a Grenada","Ruská federace a Grenada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643368","Ruská federace a Irák","Ruská federace a Irák","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643376","Ruská federace a Izrael","Ruská federace a Izrael","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643392","Ruská federace a Japonsko","Ruská federace a Japonsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643398","Ruská federace a Kazachstán","Ruská federace a Kazachstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643417","Ruská federace a Kyrgyzstán","Ruská federace a Kyrgyzstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643659","Ruská federace a Svatý Kryštof a Nevis","Ruská federace a Svatý Kryštof a Nevis","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643688","Ruská federace a Srbsko","Ruská federace a Srbsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643756","Ruská federace a Švýcarsko","Ruská federace a Švýcarsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643762","Ruská federace a Tádžikistán","Ruská federace a Tádžikistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643792","Ruská federace a Turecko","Ruská federace a Turecko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643795","Ruská federace a Turkmenistán","Ruská federace a Turkmenistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643804","Ruská federace a Ukrajina","Ruská federace a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643826","Ruská federace a Spojené království","Ruská federace a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643840","Ruská federace a Spojené státy","Ruská federace a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"643860","Ruská federace a Uzbekistán","Ruská federace a Uzbekistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"646","Rwanda","Republika Rwanda","2009-01-01","9999-09-09","RW"
"CS","LSTOBC",3228,"654","Svatá Helena","Svatá Helena","2009-01-01","9999-09-09","SH"
"CS","LSTOBC",3228,"659","Svatý Kryštof a Nevis","Svatý Kryštof a Nevis","2009-01-01","9999-09-09","KN"
"CS","LSTOBC",3228,"660","Anguilla","Anguilla","2009-01-01","9999-09-09","AI"
"CS","LSTOBC",3228,"662","Svatá Lucie","Svatá Lucie","2009-01-01","9999-09-09","LC"
"CS","LSTOBC",3228,"666","Saint Pierre a Miquelon","Saint Pierre a Miquelon","2009-01-01","9999-09-09","PM"
"CS","LSTOBC",3228,"670","Sv.Vincenc a Grenadiny","Svatý Vincenc a Grenadiny","2009-01-01","9999-09-09","VC"
"CS","LSTOBC",3228,"674","San Marino","Republika San Marino","2009-01-01","9999-09-09","SM"
"CS","LSTOBC",3228,"678","Sv.Tomáš a Princův ostr","Demokratická republika Svatý Tomáš a Princův ostrov","2009-01-01","9999-09-09","ST"
"CS","LSTOBC",3228,"68","Bolívie","Bolivijská republika","2009-01-01","9999-09-09","BO"
"CS","LSTOBC",3228,"682","Saúdská Arábie","Království Saúdská Arábie","2009-01-01","9999-09-09","SA"
"CS","LSTOBC",3228,"686","Senegal","Senegalská republika","2009-01-01","9999-09-09","SN"
"CS","LSTOBC",3228,"688","Srbsko","Republika Srbsko","2009-01-01","9999-09-09","RS"
"CS","LSTOBC",3228,"688608","Srbsko a Filipíny","Srbsko a Filipíny","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"688710","Srbsko a Jižní Afrika","Srbsko a Jižní Afrika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"688792","Srbsko a Turecko","Srbsko a Turecko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"688804","Srbsko a Ukrajina","Srbsko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"688807","Srbsko a Makedonie, bývalá jugoslávská republika","Srbsko a Makedonie, bývalá jugoslávská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"688840","Srbsko a Spojené státy","Srbsko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"690","Seychely","Seychelská republika","2009-01-01","9999-09-09","SC"
"CS","LSTOBC",3228,"694","Sierra Leone","Republika Sierra Leone","2009-01-01","9999-09-09","SL"
"CS","LSTOBC",3228,"70","Bosna a Hercegovina","Bosna a Hercegovina","2009-01-01","9999-09-09","BA"
"CS","LSTOBC",3228,"70095","Bosna a Hercegovina a Kosovo","Bosna a Hercegovina a Kosovo","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"70124","Bosna a Hercegovina a Kanada","Bosna a Hercegovina a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"702","Singapur","Singapurská republika","2009-01-01","9999-09-09","SG"
"CS","LSTOBC",3228,"703","Slovensko","Slovenská republika","2009-01-01","9999-09-09","SK"
"CS","LSTOBC",3228,"703012","Slovensko a Alžírsko","Slovensko a Alžírsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703036","Slovensko a Austrálie","Slovensko a Austrálie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703070","Slovensko a Bosna a Hercegovina","Slovensko a Bosna a Hercegovina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703112","Slovensko a Bělorusko","Slovensko a Bělorusko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703124","Slovensko a Kanada","Slovensko a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703152","Slovensko a Chile","Slovensko a Chile","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703376","Slovensko a Izrael","Slovensko a Izrael","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703417","Slovensko a Kyrgyzstán","Slovensko a Kyrgyzstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703496","Slovensko a Mongolsko","Slovensko a Mongolsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703643","Slovensko a Ruská federace","Slovensko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703688","Slovensko a Srbsko","Slovensko a Srbsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703704","Slovensko a Vietnam","Slovensko a Vietnam","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703752","Slovensko a Švédsko","Slovensko a Švédsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703756","Slovensko a Švýcarsko","Slovensko a Švýcarsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703760","Slovensko a Syrská arabská republika","Slovensko a Syrská arabská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703764","Slovensko a Thajsko","Slovensko a Thajsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703788","Slovensko a Tunisko","Slovensko a Tunisko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703792","Slovensko a Turecko","Slovensko a Turecko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703804","Slovensko a Ukrajina","Slovensko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703807","Slovensko a Makedonie, bývalá jugoslávská republika","Slovensko a Makedonie, bývalá jugoslávská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703826","Slovensko a Spojené království","Slovensko a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703840","Slovensko a Spojené státy","Slovensko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"703858","Slovensko a Uruguay","Slovensko a Uruguay","2021-01-01","9999-09-09",
